775,1,1,50
776,1,1,10
777,50,50,50
778,50,1,50
779,50,50,10
780,1,50,50
781,50,50,10
782,50,50,10
783,10,1,1
784,10,10,1
785,50,50,10
786,50,1,1
787,10,1,1
788,10,50,10
789,50,50,50
790,1,1,1
791,1,1,1
792,1,50,50
793,50,10,50
794,50,10,10
795,1,1,1
796,10,50,50
797,1,50,1
798,10,10,50
799,10,10,50
800,50,1,1
801,50,10,50
802,10,10,10
803,50,50,1
804,50,10,50
805,1,50,10
806,10,10,50
807,50,10,10
808,50,50,50
809,50,10,10
810,10,50,10
811,1,50,10
812,50,50,1
813,10,10,10
814,50,10,1
815,10,10,1
816,10,50,50
817,10,10,50
818,10,50,1
819,10,50,50
820,1,10,50
821,50,1,1
822,1,1,1
823,10,10,50
824,1,50,1
825,1,10,1
826,50,1,1
827,1,50,10
828,10,1,1
829,50,50,10
830,10,10,50
831,1,10,1
832,10,50,10
833,10,10,10
834,1,50,50
835,50,1,1
836,10,50,10
837,1,50,50
838,1,10,1
839,1,1,1
840,1,1,50
841,10,50,1
842,1,10,50
843,1,1,50
844,10,1,50
845,1,10,50
846,1,50,1
847,50,10,50
848,10,10,1
849,10,50,1
850,50,1,10
851,50,50,1
852,10,50,10
853,50,10,10
854,10,50,10
855,1,1,10
856,10,1,10
857,10,10,50
858,10,1,10
859,1,1,50
860,10,10,1
861,10,10,1
862,1,50,1
863,10,50,1
864,1,10,10
865,10,50,50
866,10,10,10
867,1,50,10
868,10,50,10
869,10,1,50
870,50,50,1
871,1,50,50
872,10,10,1
873,1,10,50
874,10,1,50
875,1,50,10
876,10,10,10
877,50,1,50
878,50,10,50
879,1,10,1
880,10,50,1
881,10,1,10
882,50,50,50
883,1,50,1
884,50,50,1
885,50,10,10
886,50,10,10
887,10,1,50
888,1,1,10
889,10,50,1
890,50,1,1
891,10,50,1
892,1,50,10
893,10,10,50
894,50,50,1
895,1,10,50
896,10,1,1
897,10,1,50
898,10,10,50
899,50,1,10
900,50,1,10
901,50,50,50
902,1,50,10
903,1,50,50
904,10,10,1
905,50,1,1
906,50,10,10
907,50,10,10
908,10,1,10
909,1,50,1
910,10,50,1
911,10,50,10
912,50,50,1
913,50,50,50
914,10,1,1
915,1,1,10
916,10,10,1
917,1,50,10
918,10,50,1
919,10,1,1
920,1,10,50
921,50,50,10
922,10,10,50
923,50,1,1
924,1,10,1
925,50,10,50
926,1,1,50
927,1,50,1
928,1,1,10
929,50,10,1
930,50,1,1
931,10,1,1
932,1,10,10
933,50,10,1
934,50,50,1
935,50,10,50
936,50,50,10
937,10,50,10
938,1,10,1
939,50,50,1
940,10,50,50
941,10,1,10
942,1,50,1
943,10,50,50
944,50,10,50
945,10,10,10
946,1,50,50
947,1,50,1
948,50,1,10
949,10,1,50
950,10,50,50
951,10,1,10
952,10,1,10
953,10,50,50
954,10,50,10
955,50,1,50
956,50,50,50
957,50,1,10
958,50,1,1
959,1,1,1
960,1,1,50
961,10,10,10
962,1,1,1
963,50,1,50
964,50,10,10
965,1,50,1
966,50,10,50
967,50,10,50
968,50,50,10
969,50,50,1
970,50,1,50
971,10,10,50
972,10,10,50
973,1,50,1
974,10,50,50
975,10,1,50
976,1,50,10
977,10,1,50
978,10,1,10
979,50,10,10
980,1,50,10
981,10,50,50
982,50,10,50
983,1,50,10
984,1,1,50
985,1,1,1
986,1,10,10
987,10,50,1
988,1,1,10
989,10,1,10
990,10,50,10
991,50,10,50
992,1,1,10
993,10,1,50
994,10,1,10
995,10,10,10
996,50,1,50
997,50,1,50
998,1,50,10
999,50,1,10
1000,10,1,10
